violation_id,request_id,rule_id,rule_name,required_step,severity,violation_type,evidence,amount_at_risk
VIO-001361,PR-10883,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,4899.67
VIO-001362,PR-12507,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0658 approved $8,619 with a $0 limit",8619.04
VIO-001363,PR-12507,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,8619.04
VIO-001364,PR-14043,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2155.65
VIO-001365,PR-10517,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,21237.14
VIO-001366,PR-10517,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,21237.14
VIO-001367,PR-10517,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,21237.14
VIO-001368,PR-17957,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,24863.36
VIO-001369,PR-14236,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1249.62
VIO-001370,PR-16229,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6567.66
VIO-001371,PR-13482,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3936.53
VIO-001372,PR-13482,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,3936.53
VIO-001373,PR-14574,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4329.23
VIO-001374,PR-12797,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,11024.43
VIO-001375,PR-14235,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1457.36
VIO-001376,PR-14235,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,1457.36
VIO-001377,PR-12501,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,40909.87
VIO-001378,PR-17516,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1910.13
VIO-001379,PR-17516,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1910.13
VIO-001380,PR-12309,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3264.38
VIO-001381,PR-18361,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2048.56
VIO-001382,PR-14211,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,8639.31
VIO-001383,PR-11220,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1534.94
VIO-001384,PR-13680,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,7327.9
VIO-001385,PR-13680,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,7327.9
VIO-001386,PR-14915,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12276.47
VIO-001387,PR-10778,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,4607.01
VIO-001388,PR-10306,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,19428.68
VIO-001389,PR-10306,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,19428.68
VIO-001390,PR-10079,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,9695.95
VIO-001391,PR-14430,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,35454.35
VIO-001392,PR-16087,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0531 approved $14,831 with a $0 limit",14830.57
VIO-001393,PR-16087,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,14830.57
VIO-001394,PR-11770,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,17137.6
VIO-001395,PR-15364,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0433 approved $7,842 with a $0 limit",7842.31
VIO-001396,PR-15364,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,7842.31
VIO-001397,PR-14700,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,14430.95
VIO-001398,PR-14700,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,14430.95
VIO-001399,PR-14700,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,14430.95
VIO-001400,PR-14700,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,14430.95
VIO-001401,PR-10564,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12197.25
VIO-001402,PR-18009,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,35559.61
VIO-001403,PR-15117,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,36385.35
VIO-001404,PR-15117,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0050 approved $36,385 with a $0 limit",36385.35
VIO-001405,PR-15117,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,36385.35
VIO-001406,PR-15117,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,36385.35
VIO-001407,PR-12804,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,22684.23
VIO-001408,PR-12748,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,13924.54
VIO-001409,PR-12748,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,13924.54
VIO-001410,PR-15255,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2642.39
VIO-001411,PR-13744,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,45693.23
VIO-001412,PR-13744,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,45693.23
VIO-001413,PR-13688,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,17940.22
VIO-001414,PR-17587,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,11877.99
VIO-001415,PR-14577,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6125.67
VIO-001416,PR-12745,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,2201.35
VIO-001417,PR-17054,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,8659.64
VIO-001418,PR-18168,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0939 approved $6,575 with a $0 limit",6575.02
VIO-001419,PR-18168,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,6575.02
VIO-001420,PR-11683,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,567.33
VIO-001421,PR-15733,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1389.5
VIO-001422,PR-12093,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5454.28
VIO-001423,PR-12449,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,9544.94
VIO-001424,PR-11922,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,50758.35
VIO-001425,PR-11922,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,50758.35
VIO-001426,PR-11922,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,50758.35
VIO-001427,PR-11922,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,50758.35
VIO-001428,PR-11922,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,50758.35
VIO-001429,PR-11922,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,50758.35
VIO-001430,PR-11922,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,50758.35
VIO-001431,PR-11922,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,50758.35
VIO-001432,PR-11922,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,50758.35
VIO-001433,PR-11626,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,511.49
VIO-001434,PR-11626,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,511.49
VIO-001435,PR-17798,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,20898.79
VIO-001436,PR-13185,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0203 approved $66,283 with a $50,000 limit",66282.66
VIO-001437,PR-12568,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,3500.96
VIO-001438,PR-13989,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0106 approved $17,850 with a $0 limit",17850.33
VIO-001439,PR-13989,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,17850.33
